Designator,Mid X,Mid Y,Rotation,Layer
,106.2,-67.87,0.0,top
J1,98.0646,-57.138001,-90.0,top
LED1,106.23,-72.096,0.0,top
R1,108.077,-53.721,0.0,top
R2,104.521,-53.721,0.0,top
USB1,106.299,-54.864,0.0,bottom
